TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
15,LowIncome,school,0.00775456090169202
15,HighIncome,school,0.00561050495887214
15,LowIncome,medical,0.00585614448027945
16,LowIncome,leisure,0.111257703854691
16,HighIncome,home,0.156445553793678
16,HighIncome,leisure,0.112815713050671
16,LowIncome,home,0.138357544417426
16,HighIncome,other,0.0344773635913987
16,LowIncome,other,0.026282139157946
16,LowIncome,work,0.0165133275653023
16,HighIncome,school,0.00788777013827863
16,LowIncome,school,0.00570114576022086
16,HighIncome,work,0.0143386712516108
16,LowIncome,medical,0.00234581730901775
16,HighIncome,medical,0.00237000799336662
17,LowIncome,other,0.021879155371036
17,HighIncome,leisure,0.126884075052404
17,HighIncome,home,0.173222863217925
17,HighIncome,school,0.0108175726951007
17,LowIncome,home,0.133907150112749
17,HighIncome,other,0.0308563296416941
17,LowIncome,leisure,0.103376282086405
17,HighIncome,work,0.00890338703998524
17,HighIncome,medical,0.00130530298769773
17,LowIncome,work,0.0101162669441206
17,LowIncome,school,0.010140474591175
17,LowIncome,medical,0.00118919699831575
18,HighIncome,leisure,0.111159927349303
18,HighIncome,work,0.00624669941457759
18,LowIncome,home,0.111267844121898
18,HighIncome,home,0.123306340556098
18,LowIncome,leisure,0.0883005022166847
18,LowIncome,other,0.0155200507033708
18,LowIncome,school,0.0154381957164774
18,HighIncome,other,0.0158547699226673
18,HighIncome,school,0.0122713504537498
18,LowIncome,medical,0.000703141866018727
18,LowIncome,work,0.00684030369909617
18,HighIncome,medical,0.000861670739386558
19,HighIncome,home,0.106646242775966
19,HighIncome,school,0.00372947499644098
19,HighIncome,leisure,0.0708619605019021
19,LowIncome,leisure,0.0536409871526924
19,LowIncome,home,0.0899977674992357
19,LowIncome,other,0.00789420520268843
19,HighIncome,other,0.00935180195485833
19,LowIncome,school,0.00356124913630522
19,HighIncome,medical,0.000355123481225672
19,LowIncome,work,0.0029422210517672
19,HighIncome,work,0.00247699164540591
19,LowIncome,medical,0.000174798223450647
20,HighIncome,home,0.0939109279073939
20,HighIncome,leisure,0.0368496435757747
20,LowIncome,leisure,0.0313652957497717
20,HighIncome,other,0.00643123171693214
20,LowIncome,home,0.0780969251537615
20,LowIncome,other,0.00566859907414786
20,LowIncome,work,0.00352186709359397
20,LowIncome,medical,0.00027428569406585
20,LowIncome,school,0.000730247062566275
20,HighIncome,school,0.000765422745641385
20,HighIncome,work,0.00173241983968152
20,HighIncome,medical,8.64561572137856e-05
21,HighIncome,home,0.0644476830336258
21,LowIncome,home,0.0556231712075905
21,HighIncome,leisure,0.017094170799683
21,LowIncome,leisure,0.020487004956362
21,HighIncome,work,0.00190457868873071
21,HighIncome,other,0.00406786493944486
21,LowIncome,other,0.00585925988744319
21,LowIncome,work,0.00343439497622205
21,LowIncome,school,0.00062896406387237
21,HighIncome,school,0.000357445849241608
21,HighIncome,medical,3.10084896451775e-05
21,LowIncome,medical,9.26842131019815e-05
22,HighIncome,home,0.0384778536221321
22,LowIncome,home,0.038698332088485
22,HighIncome,leisure,0.00772170433359027
22,HighIncome,other,0.00257348890971282
22,HighIncome,work,0.00192731361022724
22,LowIncome,leisure,0.0111736013032374
22,LowIncome,work,0.00256941500746639
22,HighIncome,school,0.000242948011822121
22,LowIncome,school,0.000347054127857216
22,LowIncome,other,0.00260534006449651
22,LowIncome,medical,0.000179391868148881
22,HighIncome,medical,4.21127252914127e-06
23,LowIncome,home,0.027040479805821
23,HighIncome,home,0.0220544228610594
23,HighIncome,leisure,0.00362902746630563
23,HighIncome,work,0.000903069079015406
23,HighIncome,school,2.19859055615957e-05
23,LowIncome,leisure,0.00346138002313884
23,HighIncome,other,0.00101510296660648
23,LowIncome,other,0.00172290157718693
23,LowIncome,work,0.000927619664289695
23,LowIncome,school,8.10389401578904e-05
23,LowIncome,medical,3.85843950011414e-05
23,HighIncome,medical,3.86001541431724e-06
