SubnetworkID,MicrotypeID,ModesAllowed,Dedicated,Length,Type,vMax,avgLinkLength,densityMax
90,C_5,Auto-Bus-Bike,False,28053038.210038144,Road,16.0,50.0,0.145
91,C_5,Bike,True,0.0,Road,4.2,50.0,0.145
92,C_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
94,C_5,Walk,True,22442430.568030518,Sidewalk,1.4,50.0,0.145
95,C_6,Auto-Bus-Bike,False,123464821.67075917,Road,16.0,50.0,0.145
96,C_6,Bike,True,0.0,Road,4.2,50.0,0.145
97,C_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
99,C_6,Walk,True,98771857.33660735,Sidewalk,1.4,50.0,0.145
100,D_1,Auto-Bus-Bike,False,10332315.211502925,Road,16.0,50.0,0.145
101,D_1,Bike,True,0.0,Road,4.2,50.0,0.145
102,D_1,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
103,D_1,Rail,True,0.933323283685483,Rail,20.0,50.0,0.145
104,D_1,Walk,True,8265852.16920234,Sidewalk,1.4,50.0,0.145
105,D_2,Auto-Bus-Bike,False,170072555.56622896,Road,16.0,50.0,0.145
106,D_2,Bike,True,0.0,Road,4.2,50.0,0.145
107,D_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
108,D_2,Rail,True,15.36274037101947,Rail,20.0,50.0,0.145
109,D_2,Walk,True,136058044.45298317,Sidewalk,1.4,50.0,0.145
110,D_3,Auto-Bus-Bike,False,250243154.11304158,Road,16.0,50.0,0.145
111,D_3,Bike,True,0.0,Road,4.2,50.0,0.145
112,D_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
113,D_3,Rail,True,22.604591278494624,Rail,20.0,50.0,0.145
114,D_3,Walk,True,200194523.2904333,Sidewalk,1.4,50.0,0.145
115,D_4,Auto-Bus-Bike,False,242559045.93263564,Road,16.0,50.0,0.145
116,D_4,Bike,True,0.0,Road,4.2,50.0,0.145
117,D_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
118,D_4,Rail,True,21.910481881682312,Rail,20.0,50.0,0.145
119,D_4,Walk,True,194047236.74610853,Sidewalk,1.4,50.0,0.145
120,D_5,Auto-Bus-Bike,False,10254324.916883172,Road,16.0,50.0,0.145
121,D_5,Bike,True,0.0,Road,4.2,50.0,0.145
122,D_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
123,D_5,Rail,True,0.9262783807397166,Rail,20.0,50.0,0.145
124,D_5,Walk,True,8203459.933506539,Sidewalk,1.4,50.0,0.145
125,D_6,Auto-Bus-Bike,False,1050151754.4647859,Road,16.0,50.0,0.145
126,D_6,Bike,True,0.0,Road,4.2,50.0,0.145
127,D_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
128,D_6,Rail,True,94.86074164229612,Rail,20.0,50.0,0.145
129,D_6,Walk,True,840121403.5718288,Sidewalk,1.4,50.0,0.145
135,E_1,Auto-Bus-Bike,False,2003811.507748402,Road,16.0,50.0,0.145
136,E_1,Bike,True,0.0,Road,4.2,50.0,0.145
137,E_1,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
139,E_1,Walk,True,1603049.2061987217,Sidewalk,1.4,50.0,0.145
140,E_2,Auto-Bus-Bike,False,30942421.007236477,Road,16.0,50.0,0.145
141,E_2,Bike,True,0.0,Road,4.2,50.0,0.145
142,E_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
144,E_2,Walk,True,24753936.80578918,Sidewalk,1.4,50.0,0.145
145,E_3,Auto-Bus-Bike,False,127370254.67936516,Road,16.0,50.0,0.145
146,E_3,Bike,True,0.0,Road,4.2,50.0,0.145
147,E_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
149,E_3,Walk,True,101896203.74349213,Sidewalk,1.4,50.0,0.145
150,E_4,Auto-Bus-Bike,False,437097474.45837414,Road,16.0,50.0,0.145
151,E_4,Bike,True,0.0,Road,4.2,50.0,0.145
152,E_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
154,E_4,Walk,True,349677979.5666993,Sidewalk,1.4,50.0,0.145
155,E_5,Auto-Bus-Bike,False,5543822.80671482,Road,16.0,50.0,0.145
156,E_5,Bike,True,0.0,Road,4.2,50.0,0.145
157,E_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
159,E_5,Walk,True,4435058.245371856,Sidewalk,1.4,50.0,0.145
160,E_6,Auto-Bus-Bike,False,469712205.11689425,Road,16.0,50.0,0.145
161,E_6,Bike,True,0.0,Road,4.2,50.0,0.145
162,E_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
164,E_6,Walk,True,375769764.09351546,Sidewalk,1.4,50.0,0.145
170,F_2,Auto-Bus-Bike,False,2277567.462213246,Road,16.0,50.0,0.145
171,F_2,Bike,True,0.0,Road,4.2,50.0,0.145
172,F_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
174,F_2,Walk,True,1822053.969770597,Sidewalk,1.4,50.0,0.145
175,F_3,Auto-Bus-Bike,False,69294436.76600578,Road,16.0,50.0,0.145
176,F_3,Bike,True,0.0,Road,4.2,50.0,0.145
177,F_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
179,F_3,Walk,True,55435549.412804626,Sidewalk,1.4,50.0,0.145
180,F_4,Auto-Bus-Bike,False,18881502.318554692,Road,16.0,50.0,0.145
181,F_4,Bike,True,0.0,Road,4.2,50.0,0.145
182,F_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
184,F_4,Walk,True,15105201.854843752,Sidewalk,1.4,50.0,0.145
185,F_5,Auto-Bus-Bike,False,425927.47217545996,Road,16.0,50.0,0.145
186,F_5,Bike,True,0.0,Road,4.2,50.0,0.145
187,F_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
189,F_5,Walk,True,340741.977740368,Sidewalk,1.4,50.0,0.145
190,F_6,Auto-Bus-Bike,False,145705546.6127171,Road,16.0,50.0,0.145
191,F_6,Bike,True,0.0,Road,4.2,50.0,0.145
192,F_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
194,F_6,Walk,True,116564437.29017366,Sidewalk,1.4,50.0,0.145
200,G_1,Auto-Bus-Bike,False,130041.45375875999,Road,16.0,50.0,0.145
201,G_1,Bike,True,0.0,Road,4.2,50.0,0.145
202,G_1,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
204,G_1,Walk,True,104033.163007008,Sidewalk,1.4,50.0,0.145
205,G_2,Auto-Bus-Bike,False,4552484.015184993,Road,16.0,50.0,0.145
206,G_2,Bike,True,0.0,Road,4.2,50.0,0.145
207,G_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
209,G_2,Walk,True,3641987.212147995,Sidewalk,1.4,50.0,0.145
210,G_3,Auto-Bus-Bike,False,8390249.1572272,Road,16.0,50.0,0.145
211,G_3,Bike,True,0.0,Road,4.2,50.0,0.145
212,G_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
214,G_3,Walk,True,6712199.32578176,Sidewalk,1.4,50.0,0.145
215,G_4,Auto-Bus-Bike,False,25682498.780750073,Road,16.0,50.0,0.145
216,G_4,Bike,True,0.0,Road,4.2,50.0,0.145
217,G_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
219,G_4,Walk,True,20545999.02460006,Sidewalk,1.4,50.0,0.145
220,G_5,Auto-Bus-Bike,False,641699.70531668,Road,16.0,50.0,0.145
221,G_5,Bike,True,0.0,Road,4.2,50.0,0.145
222,G_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
224,G_5,Walk,True,513359.76425334404,Sidewalk,1.4,50.0,0.145
225,G_6,Auto-Bus-Bike,False,118430136.33244328,Road,16.0,50.0,0.145
226,G_6,Bike,True,0.0,Road,4.2,50.0,0.145
227,G_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
229,G_6,Walk,True,94744109.06595463,Sidewalk,1.4,50.0,0.145
230,H_1,Auto-Bus-Bike,False,145696.45023068,Road,16.0,50.0,0.145
231,H_1,Bike,True,0.0,Road,4.2,50.0,0.145
232,H_1,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
234,H_1,Walk,True,116557.16018454399,Sidewalk,1.4,50.0,0.145
235,H_2,Auto-Bus-Bike,False,9910500.18222893,Road,16.0,50.0,0.145
236,H_2,Bike,True,0.0,Road,4.2,50.0,0.145
237,H_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
239,H_2,Walk,True,7928400.145783145,Sidewalk,1.4,50.0,0.145
240,H_3,Auto-Bus-Bike,False,50622408.08084829,Road,16.0,50.0,0.145
241,H_3,Bike,True,0.0,Road,4.2,50.0,0.145
242,H_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
244,H_3,Walk,True,40497926.46467864,Sidewalk,1.4,50.0,0.145
245,H_4,Auto-Bus-Bike,False,41612928.78202438,Road,16.0,50.0,0.145
246,H_4,Bike,True,0.0,Road,4.2,50.0,0.145
247,H_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
249,H_4,Walk,True,33290343.025619507,Sidewalk,1.4,50.0,0.145
250,H_5,Auto-Bus-Bike,False,1326961.2169429518,Road,16.0,50.0,0.145
251,H_5,Bike,True,0.0,Road,4.2,50.0,0.145
252,H_5,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
254,H_5,Walk,True,1061568.9735543616,Sidewalk,1.4,50.0,0.145
255,H_6,Auto-Bus-Bike,False,1061937062.8458763,Road,16.0,50.0,0.145
256,H_6,Bike,True,0.0,Road,4.2,50.0,0.145
257,H_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
259,H_6,Walk,True,849549650.2767012,Sidewalk,1.4,50.0,0.145
260,I_2,Auto-Bus-Bike,False,740634.91742697,Road,16.0,50.0,0.145
261,I_2,Bike,True,0.0,Road,4.2,50.0,0.145
262,I_2,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
264,I_2,Walk,True,592507.933941576,Sidewalk,1.4,50.0,0.145
265,I_3,Auto-Bus-Bike,False,3331871.4386511594,Road,16.0,50.0,0.145
266,I_3,Bike,True,0.0,Road,4.2,50.0,0.145
267,I_3,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
269,I_3,Walk,True,2665497.1509209275,Sidewalk,1.4,50.0,0.145
270,I_4,Auto-Bus-Bike,False,2859578.7104856595,Road,16.0,50.0,0.145
271,I_4,Bike,True,0.0,Road,4.2,50.0,0.145
272,I_4,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
274,I_4,Walk,True,2287662.9683885276,Sidewalk,1.4,50.0,0.145
275,I_6,Auto-Bus-Bike,False,683965933.4000717,Road,16.0,50.0,0.145
276,I_6,Bike,True,0.0,Road,4.2,50.0,0.145
277,I_6,Bus-Bike,True,0.0,Road,16.0,50.0,0.145
279,I_6,Walk,True,547172746.7200574,Sidewalk,1.4,50.0,0.145
