TimePeriodID,PopulationGroupTypeID,TripPurposeID,TripGenerationRatePerHour
12,low income,medical,0.00583680044368229
7,low income,home,0.0254565680339906
16,low income,school,0.00445966179846544
14,low income,work,0.019212955368603
12,low income,other,0.0146597020578725
9,low income,home,0.0367125297933985
11,low income,other,0.0144573914529991
5,low income,work,0.0249450793657925
18,low income,other,0.0124354234875768
12,low income,home,0.0753291184515612
17,low income,work,0.00858677780218174
8,low income,other,0.0222525226512584
13,low income,school,0.00583542542816629
19,low income,school,0.00303070305580079
10,low income,school,0.0141349948877154
10,low income,medical,0.0068537323150825
14,low income,school,0.00331874216302802
12,low income,school,0.00643915527806719
2,low income,home,0.00349164530331195
20,low income,other,0.00430190770034149
4,low income,work,0.00839299085259289
23,low income,leisure,0.00293927901469685
16,low income,work,0.0143185542547466
17,low income,school,0.00789963452646658
16,low income,other,0.0207192119857715
5,low income,other,0.00260027664280239
15,low income,other,0.0270964753778205
5,low income,home,0.00332941715078506
11,low income,medical,0.00620173199591994
5,low income,school,0.000932254387640645
11,low income,school,0.00731373295377592
15,low income,school,0.00453389274532633
6,low income,home,0.0101912816271408
23,low income,other,0.00150496874177181
19,low income,other,0.00585320198409508
8,low income,medical,0.00784533955604703
7,low income,medical,0.0042395319222022
15,low income,medical,0.00451705472528628
0,low income,home,0.00888168897596055
18,low income,work,0.00586829051540985
14,low income,medical,0.005773505049884
13,low income,medical,0.00648241739417558
21,low income,school,0.000549266130331226
1,low income,home,0.00434122013765102
22,low income,work,0.00218838733662875
23,low income,work,0.000867923401306106
18,low income,medical,0.000626340912438479
17,low income,medical,0.00100558213488132
21,low income,work,0.00306457369936351
0,low income,leisure,0.00134618996564531
4,low income,school,0.000308356444191772
4,low income,medical,0.000211809024550435
20,low income,school,0.000570603192142257
0,low income,other,0.000478300595448677
20,low income,work,0.00314261935055465
4,low income,other,0.00114624873566353
3,low income,leisure,0.000244180148322724
23,low income,medical,2.33028813035991e-05
1,low income,leisure,0.00113284356016228
23,low income,school,7.76189376784558e-05
2,low income,leisure,0.000350233147999461
0,low income,work,0.000173166953996867
16,low income,medical,0.00179870762932429
3,high income,leisure,0.000138680010088487
4,high income,school,2.58509986373332e-05
22,high income,school,0.000223003898869493
0,high income,medical,2.91286060854949e-06
23,high income,school,1.81541790056576e-05
19,low income,medical,0.000151884346421918
20,low income,medical,0.000237497576435889
3,low income,other,0.000272358880326104
5,low income,medical,0.000475409762250488
1,low income,work,6.22385210411683e-05
2,low income,other,7.71677677087683e-05
4,high income,medical,0.000102587448219278
22,low income,school,0.000301688640196864
22,high income,medical,4.16115781786663e-06
1,high income,school,9.15546980302731e-07
3,low income,work,8.20743964289263e-05
2,low income,work,8.34268330084157e-05
21,low income,medical,8.32961469263769e-05
2,low income,school,6.89038150296519e-05
1,low income,other,0.000204656345834259
0,low income,medical,9.76532303937536e-06
22,low income,medical,0.000160004790500554
2,high income,other,2.70743870443367e-05
0,high income,school,8.92026668908422e-06
0,low income,school,1.63510264194737e-06
2,high income,school,3.08902608340591e-06
23,high income,medical,3.81408071007373e-06
2,low income,medical,4.66260124229264e-06
