ModesAllowed,SubnetworkID,Mode
Rail,24,rail
Rail,39,rail
Rail,44,rail
Rail,49,rail
Rail,19,rail
Rail,54,rail
Rail,59,rail
Rail,34,rail
Rail,64,rail
Rail,14,rail
Rail,69,rail
Rail,9,rail
Rail,74,rail
Rail,4,rail
Rail,79,rail
Rail,84,rail
Rail,29,rail
Walk,16,walk
Walk,6,walk
Walk,111,walk
Walk,116,walk
Walk,21,walk
Walk,1,walk
Walk,26,walk
Walk,11,walk
Walk,41,walk
Walk,36,walk
Walk,106,walk
Walk,91,walk
Walk,46,walk
Walk,51,walk
Walk,101,walk
Walk,61,walk
Walk,66,walk
Walk,71,walk
Walk,96,walk
Walk,76,walk
Walk,81,walk
Walk,86,walk
Walk,31,walk
Walk,56,walk
